date,act.val,hw.pred.val,hw.low.range,hw.high.range,ema.pred.val,ema.low.range,ema.high.range
2011-07-29,2701,NA,NA,NA,3706.69621,-562.625944,7976.018364
2011-07-30,1249,NA,NA,NA,3399.484184,-882.4021151,7681.370482
2011-07-31,1364,NA,NA,NA,3145.048661,-1145.780302,7435.877623
2011-08-01,3282,NA,NA,NA,3162.167578,-1121.534614,7445.86977
2011-08-02,3992,NA,NA,NA,3265.896631,-1016.547015,7548.340277
2011-08-03,3494,NA,NA,NA,3294.409552,-981.7177647,7570.536869
2011-08-04,3813,NA,NA,NA,3359.233358,-913.0411868,7631.507903
2011-08-05,2784,NA,NA,NA,3287.329188,-981.5820834,7556.24046
2011-08-06,1483,NA,NA,NA,3061.78804,-1214.054454,7337.630533
2011-08-07,1372,NA,NA,NA,2850.564535,-1431.226394,7132.355463
2011-08-08,3294,NA,NA,NA,2905.993968,-1371.336464,7183.3244
2011-08-09,3087,NA,NA,NA,2928.619722,-1342.084419,7199.323863
2011-08-10,3030,NA,NA,NA,2941.292257,-1322.149711,7204.734224
2011-08-11,2952,NA,NA,NA,2942.630725,-1312.825267,7198.086716
2011-08-12,2507,NA,NA,NA,2888.176884,-1362.837573,7139.191341
2011-08-13,1141,NA,NA,NA,2669.779774,-1587.636352,6927.195899
2011-08-14,1245,NA,NA,NA,2491.682302,-1769.455096,6752.819699
2011-08-15,3178,NA,NA,NA,2577.472014,-1681.299787,6836.243815
2011-08-16,3258,NA,NA,NA,2662.538012,-1593.829545,6918.905569
2011-08-17,3070,NA,NA,NA,2713.470761,-1538.264359,6965.205881
2011-08-18,3182,NA,NA,NA,2772.036916,-1475.582467,7019.656298
2011-08-19,2769,NA,NA,NA,2771.657301,-1468.062206,7011.376809
2011-08-20,1143,NA,NA,NA,2568.075139,-1677.01803,6813.168308
2011-08-21,1213,NA,NA,NA,2398.690746,-1849.531346,6646.912838
2011-08-22,2982,NA,NA,NA,2471.604403,-1773.470668,6716.679474
2011-08-23,3125,NA,NA,NA,2553.278853,-1689.228683,6795.786388
2011-08-24,3231,NA,NA,NA,2637.993996,-1602.152213,6878.140205
2011-08-25,3088,NA,NA,NA,2694.244747,-1541.710743,6930.200236
2011-08-26,2578,NA,NA,NA,2679.714153,-1549.376908,6908.805215
2011-08-27,1265,NA,NA,NA,2502.874884,-1729.819639,6735.569407
2011-08-28,1477,NA,NA,NA,2374.640524,-1858.522822,6607.803869
2011-08-29,3160,NA,NA,NA,2472.810458,-1758.892786,6704.513702
2011-08-30,3125,NA,NA,NA,2554.334151,-1674.849213,6783.517515
2011-08-31,3199,NA,NA,NA,2634.917382,-1591.695234,6861.529998
2011-09-01,2819,NA,NA,NA,2657.927709,-1562.453119,6878.308538
2011-09-02,2456,NA,NA,NA,2632.686746,-1581.626906,6847.000397
2011-09-03,1008,NA,NA,NA,2429.600902,-1789.964457,6649.166262
2011-09-04,1215,NA,NA,NA,2277.77579,-1943.772022,6499.323601
2011-09-05,1881,NA,NA,NA,2228.178816,-1988.874143,6445.231774
2011-09-06,3350,NA,NA,NA,2368.406464,-1849.893633,6586.706561
2011-09-07,3391,NA,NA,NA,2496.230656,-1722.529886,6714.991197
2011-09-08,3323,NA,NA,NA,2599.576824,-1618.101623,6817.255271
2011-09-09,2743,NA,NA,NA,2617.504721,-1593.728121,6828.737563
2011-09-10,1309,NA,NA,NA,2453.941631,-1760.003532,6667.886794
2011-09-11,1595,NA,NA,NA,2346.573927,-1866.555358,6559.703212
2011-09-12,3475,NA,NA,NA,2487.627186,-1726.794483,6702.048855
2011-09-13,3626,NA,NA,NA,2629.923788,-1585.863228,6845.710803
2011-09-14,3697,NA,NA,NA,2763.308314,-1453.284166,6979.900795
2011-09-15,3513,NA,NA,NA,2857.019775,-1357.908955,7071.948506
2011-09-16,2958,NA,NA,NA,2869.642303,-1338.596462,7077.881069
2011-09-17,1353,NA,NA,NA,2680.062015,-1532.472452,6892.596482
2011-09-18,1786,NA,NA,NA,2568.304263,-1643.698378,6780.306905
2011-09-19,4057,NA,NA,NA,2754.39123,-1461.669685,6970.452146
2011-09-20,4153,NA,NA,NA,2929.217327,-1290.193681,7148.628334
2011-09-21,4109,NA,NA,NA,3076.690161,-1144.376626,7297.756947
2011-09-22,4052,NA,NA,NA,3198.603891,-1022.543446,7419.751228
2011-09-23,3363,NA,NA,NA,3219.153404,-995.8609828,7434.167792
2011-09-24,1583,NA,NA,NA,3014.634229,-1205.525537,7234.793995
2011-09-25,1927,NA,NA,NA,2878.67995,-1342.419153,7099.779053
2011-09-26,4139,NA,NA,NA,3036.219956,-1187.131413,7259.571326
2011-09-27,4147,NA,NA,NA,3175.067462,-1049.390536,7399.52546
2011-09-28,3940,NA,NA,NA,3270.684029,-952.2498749,7493.617933
2011-09-29,3960,NA,NA,NA,3356.848526,-863.9932181,7577.690269
2011-09-30,3075,NA,NA,NA,3321.61746,-894.0551585,7537.290078
2011-10-01,1494,NA,NA,NA,3093.165277,-1129.036104,7315.366659
2011-10-02,1821,NA,NA,NA,2934.144618,-1290.37318,7158.662416
2011-10-03,3693,NA,NA,NA,3029.00154,-1193.959415,7251.962496
2011-10-04,3726,NA,NA,NA,3116.126348,-1104.818125,7337.070821
2011-10-05,3671,NA,NA,NA,3185.485554,-1032.382809,7403.353917
2011-10-06,3550,NA,NA,NA,3231.04986,-982.3268631,7444.426583
2011-10-07,3193,NA,NA,NA,3226.293628,-980.1653031,7432.752558
2011-10-08,1421,NA,NA,NA,3000.631924,-1212.126837,7213.390685
2011-10-09,1669,NA,NA,NA,2834.177934,-1381.328921,7049.684788
2011-10-10,3364,NA,NA,NA,2900.405692,-1311.874062,7112.685446
2011-10-11,4031,NA,NA,NA,3041.72998,-1171.796073,7255.256034
2011-10-12,3952,NA,NA,NA,3155.513733,-1057.620634,7368.6481
2011-10-13,3762,NA,NA,NA,3231.324516,-979.1706684,7441.819701
2011-10-14,3022,NA,NA,NA,3205.158952,-999.7708606,7410.088764
2011-10-15,1459,NA,NA,NA,2986.889083,-1223.832493,7197.610658
2011-10-16,1826,NA,NA,NA,2841.777947,-1370.405191,7053.961086
2011-10-17,3981,NA,NA,NA,2984.180704,-1229.299768,7197.661176
2011-10-18,4373,NA,NA,NA,3157.783116,-1058.82253,7374.388762
2011-10-19,4177,NA,NA,NA,3285.185226,-931.8265639,7502.197017
2011-10-20,3695,NA,NA,NA,3336.412073,-876.5460848,7549.370231
2011-10-21,3057,NA,NA,NA,3301.485564,-906.4800558,7509.451184
2011-10-22,1574,NA,NA,NA,3085.549869,-1127.998724,7299.098461
2011-10-23,1913,NA,NA,NA,2938.981135,-1276.092178,7154.054448
2011-10-24,4041,NA,NA,NA,3076.733493,-1139.346895,7292.813882
2011-10-25,3996,NA,NA,NA,3191.641806,-1024.116377,7407.39999
2011-10-26,3776,NA,NA,NA,3264.686581,-948.324598,7477.697759
2011-10-27,3810,NA,NA,NA,3332.850758,-877.1401479,7542.841664
2011-10-28,3026,NA,NA,NA,3294.494413,-910.7646134,7499.75344
2011-10-29,1588,NA,NA,NA,3081.182612,-1129.448168,7291.813391
2011-10-30,1911,NA,NA,NA,2934.909785,-1277.215926,7147.035496
2011-10-31,3683,NA,NA,NA,3028.421062,-1182.162397,7239.004522
2011-11-01,4297,NA,NA,NA,3186.993429,-1025.785849,7399.772708
2011-11-02,4092,NA,NA,NA,3300.119251,-912.2453377,7512.483839
2011-11-03,3762,NA,NA,NA,3357.854344,-850.9291389,7566.637828
2011-11-04,3227,NA,NA,NA,3341.497551,-861.353965,7544.349068
2011-11-05,1677,NA,NA,NA,3133.435357,-1074.431347,7341.302061
2011-11-06,2197,NA,NA,NA,3016.380938,-1191.30534,7224.067216
2011-11-07,4364,NA,NA,NA,3184.83332,-1025.593456,7395.260097
2011-11-08,4475,NA,NA,NA,3346.104155,-866.6468553,7558.855166
2011-11-09,4192,NA,NA,NA,3451.841136,-760.0814658,7663.763738
2011-11-10,5480,NA,NA,NA,3705.360994,-514.0919348,7924.813923
2011-11-11,3475,NA,NA,NA,3676.56587,-537.707021,7890.838761
2011-11-12,2031,NA,NA,NA,3470.870136,-748.2096433,7689.949915
2011-11-13,2319,NA,NA,NA,3326.886369,-893.5123043,7547.285042
2011-11-14,4517,NA,NA,NA,3475.650573,-746.3313243,7697.63247
2011-11-15,4481,NA,NA,NA,3601.319251,-620.9453732,7823.583876
2011-11-16,4282,NA,NA,NA,3686.404345,-533.8694215,7906.678111
2011-11-17,4431,NA,NA,NA,3779.478802,-439.2571566,7998.21476
2011-11-18,3485,NA,NA,NA,3742.668952,-471.3933367,7956.73124
2011-11-19,1703,NA,NA,NA,3487.710333,-733.8511425,7709.271808
2011-11-20,2099,NA,NA,NA,3314.121541,-910.3875434,7538.630625
2011-11-21,4234,NA,NA,NA,3429.106348,-795.0852109,7653.297908
2011-11-22,3840,NA,NA,NA,3480.468055,-739.8779706,7700.81408
2011-11-23,2799,NA,NA,NA,3395.284548,-823.1011558,7613.670252
2011-11-24,2101,NA,NA,NA,3233.498979,-987.1680975,7454.166056
2011-11-25,1937,NA,NA,NA,3071.436607,-1151.519927,7294.393141
2011-11-26,1577,NA,NA,NA,2884.632031,-1341.970493,7111.234555
2011-11-27,1974,NA,NA,NA,2770.803027,-1455.41807,6997.024125
2011-11-28,4250,NA,NA,NA,2955.702649,-1274.043199,7185.448496
2011-11-29,4295,NA,NA,NA,3123.114818,-1109.185387,7355.415023
2011-11-30,4052,NA,NA,NA,3239.225466,-992.8111595,7471.262091
2011-12-01,3778,NA,NA,NA,3306.572282,-922.5348145,7535.679379
2011-12-02,4805,NA,NA,NA,3493.875747,-738.860857,7726.612351
2011-12-03,13387,NA,NA,NA,4730.516279,436.9546247,9024.077933
2011-12-04,7471,NA,NA,NA,5073.076744,767.5461091,9378.607379
2011-12-05,9301,NA,NA,NA,5601.567151,1273.999818,9929.134484
2011-12-06,12361,NA,NA,NA,6446.496257,2079.789465,10813.20305
2011-12-07,8571,NA,NA,NA,6712.059225,2337.723954,11086.3945
2011-12-08,6862,NA,NA,NA,6730.801822,2362.213606,11099.39004
2011-12-09,4570,NA,NA,NA,6460.701594,2084.26628,10837.13691
2011-12-10,2128,NA,NA,NA,5919.113895,1520.214583,10318.01321
2011-12-11,2705,NA,NA,NA,5517.349658,1103.584425,9931.114891
2011-12-12,4944,NA,NA,NA,5445.680951,1034.842539,9856.519363
2011-12-13,5433,NA,NA,NA,5444.095832,1039.937419,9848.254245
2011-12-14,4303,NA,NA,NA,5301.458853,896.3997721,9706.517934
2011-12-15,3822,NA,NA,NA,5116.526496,708.3059883,9524.747004
2011-12-16,2954,NA,NA,NA,4846.210684,430.2759275,9262.145441
2011-12-17,1293,NA,NA,NA,4402.059349,-30.84089886,8834.959596
2011-12-18,1560,NA,NA,NA,4046.80193,-398.2765662,8491.880426
2011-12-19,3468,NA,NA,NA,3974.451689,-467.7197861,8416.623164
2011-12-20,3288,NA,NA,NA,3888.645228,-551.3427186,8328.633174
2011-12-21,3024,NA,NA,NA,3780.564574,-658.4276674,8219.556816
2011-12-22,2603,NA,NA,NA,3633.369002,-806.7016851,8073.43969
2011-12-23,1612,NA,NA,NA,3380.697877,-1066.0245,7827.420255
2011-12-24,955,NA,NA,NA,3077.485643,-1378.536442,7533.507727
2011-12-25,953,NA,NA,NA,2811.924937,-1651.3842,7275.234074
2011-12-26,1482,NA,NA,NA,2645.68432,-1819.66258,7111.03122
2011-12-27,2471,NA,NA,NA,2623.84878,-1835.940908,7083.638468
2011-12-28,2524,NA,NA,NA,2611.367683,-1842.390594,7065.125959
2011-12-29,2248,NA,NA,NA,2565.946722,-1883.524093,7015.417537
2011-12-30,1912,NA,NA,NA,2484.203382,-1962.893062,6931.299826
2011-12-31,1336,NA,NA,NA,2340.677959,-2107.278624,6788.634543
2012-01-01,1273,NA,NA,NA,2207.218214,-2241.07091,6655.507338
2012-01-02,2155,NA,NA,NA,2200.690938,-2241.318671,6642.700546
2012-01-03,3440,NA,NA,NA,2355.60457,-2087.861156,6799.070297
2012-01-04,6405,NA,NA,NA,2861.778999,-1601.379071,7324.937069
2012-01-05,6726,NA,NA,NA,3344.806624,-1136.785236,7826.398485
2012-01-06,3067,NA,NA,NA,3310.080796,-1166.679425,7786.841018
2012-01-07,1530,NA,NA,NA,3087.570697,-1394.080357,7569.22175
2012-01-08,1602,NA,NA,NA,2901.87436,-1582.752683,7386.501402
2012-01-09,3998,NA,NA,NA,3038.890065,-1446.194891,7523.97502
2012-01-10,4251,NA,NA,NA,3190.403807,-1295.883937,7676.69155
2012-01-11,4305,NA,NA,NA,3329.728331,-1157.132204,7816.588865
2012-01-12,3941,NA,NA,NA,3406.137289,-1078.065552,7890.34013
2012-01-13,3515,NA,NA,NA,3419.745128,-1058.589589,7898.079846
2012-01-14,1494,NA,NA,NA,3179.026987,-1305.077906,7663.13188
2012-01-15,1737,NA,NA,NA,2998.773614,-1487.995167,7485.542395
2012-01-16,3190,NA,NA,NA,3022.676912,-1458.770946,7504.12477
2012-01-17,4753,NA,NA,NA,3238.967298,-1246.976507,7724.911103
2012-01-18,4316,NA,NA,NA,3373.596386,-1112.676015,7859.868787
2012-01-19,5948,NA,NA,NA,3695.396838,-800.7111854,8191.504861
2012-01-20,4319,NA,NA,NA,3773.347233,-720.1986971,8266.893163
2012-01-21,1935,NA,NA,NA,3543.553829,-955.1284589,8042.236116
2012-01-22,2229,NA,NA,NA,3379.2346,-1121.257645,7879.726846
2012-01-23,4690,NA,NA,NA,3543.080275,-959.1927875,8045.353338
2012-01-24,4760,NA,NA,NA,3695.195241,-808.2619008,8198.652382
2012-01-25,4906,NA,NA,NA,3846.545836,-658.0534838,8351.145155
2012-01-26,5194,NA,NA,NA,4014.977606,-491.6195763,8521.574789
2012-01-27,4435,NA,NA,NA,4067.480405,-435.2875099,8570.248321
2012-01-28,2421,NA,NA,NA,3861.670355,-644.9665919,8368.307301
2012-01-29,2627,NA,NA,NA,3707.33656,-800.5808524,8215.253973
2012-01-30,5260,NA,NA,NA,3901.41949,-609.762187,8412.601168
2012-01-31,5082,NA,NA,NA,4048.992054,-463.1223737,8561.106482
2012-02-01,5392,NA,NA,NA,4216.868047,-297.1887527,8730.924847
2012-02-02,4779,NA,NA,NA,4287.134541,-223.999457,8798.26854
2012-02-03,4017,NA,NA,NA,4253.367724,-253.037162,8759.772609
2012-02-04,1831,NA,NA,NA,3950.571758,-564.4734876,8465.617004
2012-02-05,2160,NA,NA,NA,3726.750288,-792.9956744,8246.496251
2012-02-06,4850,NA,NA,NA,3867.156502,-653.1474116,8387.460416
2012-02-07,4982,NA,NA,NA,4006.51194,-514.2964044,8527.320284
2012-02-08,5456,NA,NA,NA,4187.697947,-335.6783826,8711.074277
2012-02-09,4905,NA,NA,NA,4277.360704,-244.0646685,8798.786076
2012-02-10,3861,NA,NA,NA,4225.315616,-292.3125029,8742.943734
2012-02-11,2175,NA,NA,NA,3969.026164,-554.8554699,8492.907798
2012-02-12,6299,NA,NA,NA,4260.272893,-271.5607094,8792.106496
2012-02-13,7760,NA,NA,NA,4697.738782,150.8078786,9244.669685
2012-02-14,5930,NA,NA,NA,4851.771434,303.6598149,9399.883053
2012-02-15,5582,NA,NA,NA,4943.050005,396.8285555,9489.271454
2012-02-16,4991,NA,NA,NA,4949.043754,408.8703387,9489.21717
2012-02-17,4407,NA,NA,NA,4881.288285,344.1353875,9418.441182
2012-02-18,2125,NA,NA,NA,4536.752249,-10.86185578,9084.366354
2012-02-19,2410,NA,NA,NA,4270.908218,-283.31273,8825.129166
2012-02-20,4227,NA,NA,NA,4265.419691,-282.7511567,8813.590538
2012-02-21,5177,NA,NA,NA,4379.367229,-168.0279851,8926.762444
2012-02-22,5410,NA,NA,NA,4508.196326,-39.14580876,9055.53846
2012-02-23,4884,NA,NA,NA,4555.171785,11.83959673,9098.503973
2012-02-24,3814,NA,NA,NA,4462.525312,-79.01279968,9004.063424
2012-02-25,1970,NA,NA,NA,4150.959648,-399.3432848,8701.262581
2012-02-26,2384,NA,NA,NA,3930.089692,-624.5875813,8484.766965
2012-02-27,4867,NA,NA,NA,4047.20348,-506.8478385,8601.254799
2012-02-28,4658,NA,NA,NA,4123.553045,-427.9169066,8675.022997
2012-02-29,4874,4158.298862,379.5981178,7936.999607,4217.358915,-332.3736886,8767.091518
2012-03-01,4357,4229.868976,453.0853314,8006.652621,4234.81405,-309.5303137,8779.158414
2012-03-02,3499,4242.582078,468.3555199,8016.808637,4142.837294,-399.696745,8685.371333
2012-03-03,1839,4168.223871,395.9718353,7940.475906,3854.857632,-695.2299595,8404.945224
2012-03-04,4817,3935.301483,159.3033694,7711.299598,3975.125428,-574.4979745,8524.748831
2012-03-05,5684,4023.471335,249.0403881,7797.902282,4188.73475,-364.8705617,8742.340061
2012-03-06,4680,4189.524202,414.2262055,7964.822198,4250.142906,-300.1956665,8800.481479
2012-03-07,4365,4238.571781,465.5157363,8011.627827,4264.500043,-280.3462112,8809.346297
2012-03-08,16284,4251.214603,480.6926403,8021.736566,5766.937537,1156.995801,10376.87927
2012-03-09,8085,5454.493143,1516.707763,9392.278523,6056.695345,1439.268383,10674.12231
2012-03-10,3127,5717.543829,1774.448017,9660.63964,5690.483427,1061.975398,10318.99146
2012-03-11,2885,5458.489446,1510.504993,9406.473899,5339.797999,700.9721797,9978.623818
2012-03-12,6125,5201.140501,1248.406119,9153.874883,5437.948249,800.7444879,10075.15201
2012-03-13,7160,5293.526451,1342.45425,9244.598653,5653.204718,1012.102205,10294.30723
2012-03-14,5401,5480.173806,1527.752735,9432.594877,5621.679128,985.3315975,10258.02666
2012-03-15,5290,5472.256425,1522.491387,9422.021464,5580.219237,948.1472117,10212.29126
2012-03-16,4233,5454.030783,1506.889559,9401.172007,5411.816832,778.0531018,10045.58056
2012-03-17,2517,5331.927705,1385.798109,9278.0573,5049.964728,405.4499135,9694.479543
2012-03-18,3430,5050.434934,1098.144976,9002.724892,4847.469137,199.6885058,9495.249769
2012-03-19,5608,4888.391441,935.8754132,8840.907468,4942.535495,296.5178251,9588.553165
2012-03-20,5568,4960.352297,1009.861023,8910.84357,5020.718558,377.2470355,9664.190081
2012-03-21,5399,5021.117067,1072.819794,8969.41434,5068.003738,428.5115635,9707.495913
2012-03-22,6425,5058.90536,1113.062968,9004.747752,5237.628271,596.4108748,9878.845668
2012-03-23,5282,5195.514824,1250.149833,9140.879815,5243.174737,607.8631724,9878.486302
2012-03-24,2407,5204.163342,1261.410108,9146.916576,4888.652895,243.0323741,9534.273416
2012-03-25,2890,4924.447008,975.7007645,8873.193251,4638.821283,-12.22769592,9289.870262
2012-03-26,6397,4721.002307,770.3695821,8671.635032,4858.593623,203.5221795,9513.665066
2012-03-27,5452,4888.602076,937.3722032,8839.831949,4932.76942,280.4178162,9585.121024
2012-03-28,4926,4944.941869,995.9449281,8893.938809,4931.923242,285.6702342,9578.176251
2012-03-29,4721,4943.047682,996.6599139,8889.43545,4905.557837,264.2105784,9546.905096
2012-03-30,3728,4920.842914,977.0147604,8864.671067,4758.363108,116.3441799,9400.382035
2012-03-31,2224,4801.558622,858.8117529,8744.305491,4441.567719,-208.9214052,9092.056843
2012-04-01,2637,4543.80276,596.4411349,8491.164385,4215.996754,-438.7502371,8870.743745
2012-04-02,4909,4353.122484,404.4574735,8301.787494,4302.62216,-349.997888,8955.242208
2012-04-03,5011,4408.710236,462.2595043,8355.160967,4391.16939,-259.4173242,9041.756104
2012-04-04,4763,4468.939212,524.6370677,8413.241356,4437.648216,-208.9857819,9084.282214
2012-04-05,4155,4498.345291,556.5112876,8440.179294,4402.317189,-239.865049,9044.499427
2012-04-06,3489,4464.010762,524.6442882,8403.377235,4288.152541,-353.1869082,8929.491989
2012-04-07,2187,4366.509686,428.7300613,8304.28931,4025.508473,-621.7570212,8672.773967
2012-04-08,2497,4148.558717,208.2744679,8088.842966,3834.444914,-815.473323,8484.363151
2012-04-09,4876,3983.402845,42.8119749,7923.993716,3964.6393,-685.158009,8614.436608
2012-04-10,5190,4072.662561,133.6953567,8011.629765,4117.809387,-532.9103024,8768.529077
2012-04-11,5028,4184.396305,246.5419099,8122.250699,4231.583214,-418.2703673,8881.436795
2012-04-12,25945,4268.756674,332.6209679,8204.892381,6945.760312,2179.029183,11712.49144
2012-04-13,10784,6436.381007,2018.542356,10854.21966,7425.540273,2643.272235,12207.80831
2012-04-14,3160,6871.142906,2437.832678,11304.45313,6892.347739,2092.170706,11692.52477
2012-04-15,3710,6500.028616,2056.271556,10943.78567,6494.554272,1682.621318,11306.48722
2012-04-16,6651,6221.025754,1772.656338,10669.39517,6514.109988,1707.48911,11320.73087
2012-04-17,5884,6264.023179,1818.339269,10709.70709,6435.346239,1631.360181,11239.3323
2012-04-18,5965,6226.020861,1783.063222,10668.9785,6376.552959,1576.092218,11177.0137
2012-04-19,5389,6199.918775,1759.754476,10640.08307,6253.108839,1453.263375,11052.9543
2012-04-20,4102,6118.826897,1680.891173,10556.76262,5984.220234,1178.470474,10789.97
2012-04-21,2476,5917.144207,1478.184087,10356.10433,5545.692705,726.4612132,10364.9242
2012-04-22,3222,5573.029787,1125.660324,10020.39925,5255.231117,429.1708587,10081.29138
2012-04-23,5514,5337.926808,888.1946442,9787.658972,5287.577227,466.2286354,10108.92582
2012-04-24,5197,5355.534127,908.6091777,9802.459077,5276.255074,460.5435179,10091.96663
2012-04-25,4807,5339.680715,895.5733724,9783.788057,5217.59819,405.4015454,10029.79483
2012-04-26,4468,5286.412643,844.8832321,9727.942054,5123.898416,313.6492997,9934.147532
2012-04-27,3565,5204.571379,765.2579721,9643.884785,4929.036114,116.2363233,9741.835905
2012-04-28,2250,5040.614241,601.6268563,9479.601625,4594.1566,-227.3985563,9415.711756
2012-04-29,2254,4761.552817,318.1122883,9204.993345,4301.637025,-526.7746249,9130.048674
2012-04-30,4028,4510.797535,64.34159528,8957.253475,4267.432397,-556.3885454,9091.253339
2012-05-01,4311,4462.517782,18.68041468,8906.355149,4272.878347,-545.092579,9090.849273
2012-05-02,4779,4447.366003,6.323912,8888.408095,4336.143554,-478.5440323,9150.83114
2012-05-03,4172,4480.529403,42.17051475,8918.888291,4315.625609,-493.9025816,9125.153801
2012-05-04,3335,4449.676463,14.04212826,8885.310797,4193.047408,-615.8275864,9001.922403
2012-05-05,1718,4338.208817,-95.74472236,8772.162355,3883.666482,-932.7706448,8700.103609
2012-05-06,1805,4076.187935,-361.2892057,8513.665075,3623.833172,-1197.971243,8445.637587
2012-05-07,3788,3849.069141,-590.3245255,8288.462808,3644.354025,-1172.308066,8461.016117
2012-05-08,3738,3842.962227,-593.6461598,8279.570614,3656.059772,-1155.086723,8467.206268
2012-05-09,3659,3832.466005,-601.3663209,8266.29833,3656.427301,-1148.721341,8461.575943
2012-05-10,3571,3815.119404,-615.9554696,8246.194278,3645.748888,-1153.867414,8445.36519
2012-05-11,2936,3790.707464,-637.6380862,8219.053013,3557.030277,-1240.473226,8354.53378
2012-05-12,1382,3705.236717,-720.9715406,8131.444975,3285.151493,-1518.227794,8088.530779
2012-05-13,1474,3472.913046,-955.4176261,7901.243717,3058.757556,-1748.502835,7866.017947
2012-05-14,3654,3273.021741,-1156.130771,7702.174253,3133.162861,-1671.360791,7937.686514
2012-05-15,3777,3311.119567,-1115.443738,7737.682872,3213.642504,-1588.414975,8015.699982
2012-05-16,4323,3357.70761,-1066.34435,7781.75957,3352.312191,-1449.808958,8154.433339
2012-05-17,3656,3454.236849,-968.009828,7876.483526,3390.273167,-1407.549112,8188.095445
2012-05-18,3014,3474.413164,-945.1465877,7893.972916,3343.239021,-1450.68755,8137.165592
2012-05-19,1454,3428.371848,-988.6172847,7845.36098,3107.084143,-1691.128223,7905.29651
2012-05-20,1461,3230.934663,-1186.796813,7648.666139,2901.323626,-1899.85225,7702.499501
2012-05-21,3602,3053.941197,-1363.829147,7471.711541,2988.908172,-1810.130121,7787.946466
2012-05-22,3722,3108.747077,-1306.622855,7524.117009,3080.544651,-1716.535756,7877.625058
2012-05-23,4253,3170.072369,-1242.976159,7583.120898,3227.101569,-1570.387206,8024.590345
2012-05-24,5283,3278.365132,-1133.138182,7689.868447,3484.088873,-1318.549677,8286.727424
2012-05-25,2968,3478.828619,-933.8252837,7891.482522,3419.577764,-1379.942221,8219.097749
2012-05-26,1416,3427.745757,-982.4059853,7837.8975,3169.130544,-1635.243949,7973.505036
2012-05-27,1652,3226.571182,-1184.461735,7637.604098,2979.489226,-1827.126185,7786.104637
2012-05-28,2167,3069.114063,-1341.380714,7479.608841,2877.928072,-1927.158676,7683.01482
2012-05-29,3859,2978.902657,-1429.57331,7387.378624,3000.562063,-1803.8992,7805.023327
2012-05-30,4089,3066.912391,-1339.655867,7473.480649,3136.616805,-1667.792637,7941.026248
2012-05-31,5776,3169.121152,-1235.800317,7574.042621,3466.539705,-1346.072769,8279.152179
2012-06-01,3548,3429.809037,-978.8559085,7838.473982,3476.722242,-1330.475623,8283.920106
2012-06-02,1896,3441.628133,-964.3768146,7847.633081,3279.131961,-1530.624716,8088.888639
2012-06-03,1696,3287.06532,-1118.338611,7692.469251,3081.240466,-1731.0816,7893.562533
2012-06-04,3907,3127.958788,-1276.967246,7532.884822,3184.460408,-1626.409329,7995.330145
2012-06-05,3812,3205.862909,-1197.007789,7608.733608,3262.902857,-1545.469439,8071.275153
2012-06-06,3616,3266.476618,-1134.110001,7667.063238,3307.04,-1497.390783,8111.470783
2012-06-07,3508,3301.428956,-1096.634747,7699.49266,3332.16,-1467.535885,8131.855885
2012-06-08,2820,3322.086061,-1073.376295,7717.548416,3268.14,-1528.472757,8064.752757
2012-06-09,1277,3271.877455,-1121.127681,7664.88259,3019.2475,-1782.075997,7820.570997
2012-06-10,1425,3072.389709,-1321.441332,7466.220751,2819.966562,-1983.969325,7623.90245
2012-06-11,3532,2907.650738,-1485.874039,7301.175515,2908.970742,-1892.937787,7710.879272
2012-06-12,3543,2970.085664,-1421.203598,7361.374927,2988.224399,-1811.252439,7787.701237
2012-06-13,7853,3027.377098,-1361.620035,7416.374231,3596.321349,-1222.896706,8415.539405
2012-06-14,6889,3509.939388,-897.8418179,7917.720594,4007.906181,-822.7786821,8838.591044
2012-06-15,3308,3847.845449,-567.7953449,8263.486244,3920.417908,-908.1539376,8748.989754
2012-06-16,1319,3793.860904,-619.3689363,8207.090745,3595.24067,-1241.150545,8431.631885
2012-06-17,1569,3546.374814,-869.5641134,7962.313741,3341.960586,-1499.232073,8183.153245
2012-06-18,3938,3348.637333,-1068.039836,7765.314501,3416.465513,-1422.068194,8254.999219
2012-06-19,4390,3407.573599,-1006.823683,7821.970881,3538.157324,-1299.687536,8376.002183
2012-06-20,3797,3505.816239,-906.8836167,7918.516096,3570.512658,-1262.931479,8403.956796
2012-06-21,3431,3534.934615,-875.2370905,7945.106321,3553.073576,-1275.360981,8381.508133
2012-06-22,2770,3524.541154,-883.0149763,7932.097284,3455.189379,-1371.583463,8281.962221
2012-06-23,1264,3449.087039,-956.3141415,7854.488219,3181.290707,-1651.114893,8013.696307
2012-06-24,1397,3230.578335,-1176.323509,7637.480178,2958.254368,-1877.66644,7794.175177
2012-06-25,3881,3047.220501,-1359.936496,7454.377498,3073.597572,-1761.380015,7908.575159
2012-06-26,4012,3130.598451,-1274.635087,7535.83199,3190.897876,-1643.219491,8025.015242
2012-06-27,3503,3218.738606,-1184.649607,7622.126819,3229.910641,-1600.12113,8059.942412
2012-06-28,3536,3247.164745,-1153.719663,7648.049154,3268.171811,-1557.753029,8094.096651
2012-06-29,2705,3276.048271,-1122.339238,7674.43578,3197.775335,-1625.373891,8020.92456
2012-06-30,1262,3218.943444,-1177.106926,7614.993814,2955.803418,-1871.624995,7783.231831
